"Longitude","Latitude","Location","Crime.type","Postcode","Town","County"
-5.927665,54.662056,"Rathmore Way","Violence and sexual offences","BT379DS","NEWTOWNABBEY","ANTRIM"
-5.6826,54.591256,"Binnian Court","Violence and sexual offences","BT238BN","NEWTOWNARDS","DOWN"
-7.276112,55.019883,"Gransha Park","Violence and sexual offences","BT118AU","BELFAST","ANTRIM"
-7.353954,54.954721,"Primity Crescent","Violence and sexual offences","BT472QY","NEW BUILDINGS","LONDONDERRY"
-6.602781,54.811003,"Hillhead Road","Violence and sexual offences","BT399LN","BALLYCLARE","ANTRIM"
-6.443603,54.422791,"Market Street North","Violence and sexual offences",,,
-5.900673,54.598777,"Lendrick Street","Violence and sexual offences","BT54HQ","BELFAST","DOWN"
-7.278588,54.598109,"Hospital Road","Violence and sexual offences","BT358PW","NEWRY","ARMAGH"
-7.326597,54.999199,"Lower Road","Violence and sexual offences","BT487DP","LONDONDERRY","LONDONDERRY"
-5.696729,54.646553,"Ganaway Avenue","Violence and sexual offences",,,
-7.322045,55.03285,"Glencaw Park","Violence and sexual offences","BT488LR","LONDONDERRY","LONDONDERRY"
-7.278588,54.598109,"Hospital Road","Violence and sexual offences","BT358PW","NEWRY","ARMAGH"
-6.649939,54.34624,"Friary Road","Violence and sexual offences","BT538XZ","BALLYMONEY","ANTRIM"
-6.265207,54.342677,"Summerhill Green","Violence and sexual offences","BT323GY","BANBRIDGE","DOWN"
-5.90795,54.569746,"Kingsberry Park","Violence and sexual offences","BT60HT","BELFAST","DOWN"
-6.19963,54.729116,"Steeple Road","Violence and sexual offences","BT423NP","KELLS","ANTRIM"
,,"No Location","Violence and sexual offences",,,
-5.6577,54.637654,"Rathgill Avenue","Violence and sexual offences","BT197TD","BANGOR","DOWN"
-7.35581,55.012346,"St. Eithne'S Park","Violence and sexual offences","BT480LB","LONDONDERRY","LONDONDERRY"
-7.326597,54.999199,"Lower Road","Violence and sexual offences","BT487DP","LONDONDERRY","LONDONDERRY"
-6.778072,55.15459,"Springvale Lane","Violence and sexual offences","BT514XB","CASTLEROCK","LONDONDERRY"
-6.666791,55.123366,"Mountsandel Road","Violence and sexual offences","BT521TA","COLERAINE","LONDONDERRY"
-5.928455,54.549631,"Drumart Green","Violence and sexual offences","BT87EZ","BELFAST","DOWN"
-5.714027,54.329869,"Saul Street","Violence and sexual offences","BT306NQ","DOWNPATRICK","DOWN"
-6.92444,55.148586,"Seacoast Road","Violence and sexual offences","BT499DW","LIMAVADY","LONDONDERRY"
-6.646715,55.126477,"Connswater Street","Violence and sexual offences",,,
-6.218818,54.716732,"Menin Road","Violence and sexual offences","BT414JB","ANTRIM","ANTRIM"
-5.687575,54.641859,"Lord Warden'S Grange","Violence and sexual offences","BT191YN","BANGOR","DOWN"
-5.926655,54.593618,"Joy Street","Violence and sexual offences","BT28LE","BELFAST","ANTRIM"
-6.677798,54.576945,"West Street Drive","Violence and sexual offences","BT715HL","STEWARTSTOWN","TYRONE"
-6.778072,55.15459,"Springvale Lane","Violence and sexual offences","BT514XB","CASTLEROCK","LONDONDERRY"
-5.933177,54.604467,"Connswater Street","Violence and sexual offences",,,
-5.933177,54.604467,"Connswater Street","Violence and sexual offences",,,
-5.828779,54.585036,"Leven Close","Violence and sexual offences","BT57DF","BELFAST","DOWN"
-5.930568,54.611053,"Ludlow Square","Violence and sexual offences","BT152HA","BELFAST","ANTRIM"
-5.902577,54.600274,"Cuba Walk","Violence and sexual offences","BT41EQ","BELFAST","DOWN"
-6.396737,54.98417,"Glenbuck Road","Violence and sexual offences","BT449EL","BALLYMENA","ANTRIM"
-5.935304,54.623596,"Glanleam Drive","Violence and sexual offences","BT153FL","BELFAST","ANTRIM"
-5.91036,54.556184,"Breda Road","Violence and sexual offences","BT87BU","BELFAST","DOWN"
-6.267384,54.351244,"Castlewellan Road","Violence and sexual offences","BT324AX","BANBRIDGE","DOWN"
-6.004695,54.576673,"Connswater Street","Violence and sexual offences",,,
-5.91036,54.556184,"Breda Road","Violence and sexual offences","BT87BU","BELFAST","DOWN"
-6.333027,54.469733,"Connswater Street","Violence and sexual offences",,,
-6.22553,54.481086,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.708241,54.318617,"Connswater Street","Violence and sexual offences",,,
-7.300365,54.594985,"Kevlin Road","Violence and sexual offences","BT781JL","OMAGH","TYRONE"
-6.282285,54.354269,"Brookdale","Violence and sexual offences","BT323FD","BANBRIDGE","DOWN"
-5.909167,54.591583,"Mount Street South","Violence and sexual offences","BT68HX","BELFAST","DOWN"
-6.282285,54.354269,"Brookdale","Violence and sexual offences","BT323FD","BANBRIDGE","DOWN"
-6.666771,54.694315,"Northland Drive","Violence and sexual offences","BT487JS","LONDONDERRY","LONDONDERRY"
-6.2771,54.866407,"High Street","Violence and sexual offences","BT248AB","BALLYNAHINCH","DOWN"
-7.326597,54.999199,"Lower Road","Violence and sexual offences","BT487DP","LONDONDERRY","LONDONDERRY"
-6.65746,55.19211,"Glenmanus Road","Violence and sexual offences","BT568HU","PORTRUSH","ANTRIM"
-6.282285,54.354269,"Brookdale","Violence and sexual offences","BT323FD","BANBRIDGE","DOWN"
-6.609476,54.754213,"Connswater Street","Violence and sexual offences",,,
-6.609476,54.754213,"Connswater Street","Violence and sexual offences",,,
-6.609476,54.754213,"Connswater Street","Violence and sexual offences",,,
-5.888949,54.601951,"Connswater Street","Violence and sexual offences",,,
-6.274848,54.871001,"Devenagh Court","Violence and sexual offences","BT436EF","BALLYMENA","ANTRIM"
-5.853498,54.598317,"Knocktern Gardens","Violence and sexual offences","BT43LZ","BELFAST","DOWN"
-7.31798,54.995944,"Foyle Street","Violence and sexual offences","BT486XY","LONDONDERRY","LONDONDERRY"
-6.274047,54.866408,"Ballymoney Street","Violence and sexual offences","BT436AN","BALLYMENA","ANTRIM"
-7.31798,54.995944,"Foyle Street","Violence and sexual offences","BT486XY","LONDONDERRY","LONDONDERRY"
-6.660238,55.195877,"Connswater Street","Violence and sexual offences",,,
-6.192086,54.69321,"Abbey Gardens","Violence and sexual offences","BT57HL","BELFAST","DOWN"
-6.204113,54.541254,"North Street","Violence and sexual offences","BT341DB","NEWRY","DOWN"
-5.859963,54.897766,"Grace Avenue North","Violence and sexual offences","BT402QW","BALLYGALLEY","ANTRIM"
-7.305876,54.599319,"John Street","Violence and sexual offences","BT486JY","LONDONDERRY","LONDONDERRY"
-7.40681,54.314272,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.945254,54.615131,"Harcourt Drive","Violence and sexual offences","BT146GS","BELFAST","ANTRIM"
-5.945254,54.615131,"Harcourt Drive","Violence and sexual offences","BT146GS","BELFAST","ANTRIM"
-6.752823,54.634987,"Drumvale Park","Violence and sexual offences","BT808QY","COOKSTOWN","TYRONE"
-5.915143,54.596349,"Laganbank Road","Violence and sexual offences","BT13LT","BELFAST","ANTRIM"
-5.928554,54.600102,"Winecellar Entry","Violence and sexual offences","BT11QN","BELFAST","ANTRIM"
-7.29569,55.000048,"Harkness Gardens","Violence and sexual offences","BT476GG","LONDONDERRY","LONDONDERRY"
-5.926785,54.618159,"Connswater Street","Violence and sexual offences",,,
-7.332142,55.02942,"Galliagh Park","Violence and sexual offences","BT488DE","LONDONDERRY","LONDONDERRY"
-6.405669,55.000009,"Presbytery Lane","Violence and sexual offences","BT449DZ",,"ANTRIM"
-6.192086,54.69321,"Abbey Gardens","Violence and sexual offences","BT57HL","BELFAST","DOWN"
-6.142803,54.407002,"Church Meadows","Violence and sexual offences","BT251LZ","DROMORE","DOWN"
-6.330609,54.169887,"Hennessy Park","Violence and sexual offences","BT342EE","NEWRY","DOWN"
-5.902961,54.591898,"Isthmus Street","Violence and sexual offences","BT69AS","BELFAST","DOWN"
-6.658817,55.146572,"Groves End Gardens","Violence and sexual offences","BT522QW","COLERAINE","LONDONDERRY"
-5.897613,54.20716,"Shan Slieve Drive","Violence and sexual offences","BT330HN","NEWCASTLE","DOWN"
-5.923999,54.598389,"Victoria Square","Violence and sexual offences","BT14QG","BELFAST","ANTRIM"
-5.928159,54.596303,"Connswater Street","Violence and sexual offences",,,
-6.073801,54.509742,"Tirowen Drive","Violence and sexual offences","BT281SD","LISBURN","ANTRIM"
-5.976511,54.623547,"Lavens Drive","Violence and sexual offences","BT148BN","BELFAST","ANTRIM"
-5.903573,54.696162,"Hedgelea Avenue","Violence and sexual offences","BT370WW","NEWTOWNABBEY","ANTRIM"
-5.903573,54.696162,"Hedgelea Avenue","Violence and sexual offences","BT370WW","NEWTOWNABBEY","ANTRIM"
-7.40681,54.314272,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.923364,54.581369,"Connswater Street","Violence and sexual offences",,,
-5.702623,54.312965,"Cloonagh Road","Violence and sexual offences","BT306LJ","DOWNPATRICK","DOWN"
-5.948278,54.61379,"Oldpark Road","Violence and sexual offences","BT146QS","BELFAST","ANTRIM"
-6.025301,54.51869,"Hilden Court","Violence and sexual offences","BT274YL","LISBURN","ANTRIM"
-6.948057,55.039021,"Irwin Avenue","Violence and sexual offences","BT43AF","BELFAST","DOWN"
-6.811206,54.387898,"Kedew Road","Violence and sexual offences","BT684YA","CALEDON","TYRONE"
-6.005531,54.06025,"Knockchree Avenue","Violence and sexual offences","BT344BP","KILKEEL","DOWN"
-6.299062,54.432512,"Banbridge Road","Violence and sexual offences","BT252NF","DROMARA","DOWN"
-5.642423,54.650279,"Fernbank Drive","Violence and sexual offences","BT196FZ","BANGOR","DOWN"
-6.356586,54.450011,"Drumbeg","Violence and sexual offences","BT655AE","CRAIGAVON","ARMAGH"
-7.300254,54.591543,"Kevlin Gardens","Violence and sexual offences","BT781QS","OMAGH","TYRONE"
-7.319963,54.996961,"Shipquay Street","Violence and sexual offences","BT486DN","LONDONDERRY","LONDONDERRY"
-5.681478,54.641751,"Connswater Street","Violence and sexual offences",,,
-5.681478,54.641751,"Connswater Street","Violence and sexual offences",,,
-6.205049,54.53789,"Old Moira Road","Violence and sexual offences","BT294NP",,"ANTRIM"
-6.334155,54.261825,"Glen Road","Violence and sexual offences","BT118BU","BELFAST","ANTRIM"
-7.40681,54.314272,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-7.31798,54.995944,"Foyle Street","Violence and sexual offences","BT486XY","LONDONDERRY","LONDONDERRY"
-5.636631,54.663024,"Ashley Drive","Violence and sexual offences","BT97BE","BELFAST","ANTRIM"
-6.218818,54.716732,"Menin Road","Violence and sexual offences","BT414JB","ANTRIM","ANTRIM"
-7.297527,54.61245,"Lisanelly Heights","Violence and sexual offences","BT797AR","OMAGH","TYRONE"
-5.891325,54.677485,"Shore Road","Violence and sexual offences","BT413NW",,"ANTRIM"
-5.703557,54.577674,"Connswater Street","Violence and sexual offences",,,
-7.645006,54.29575,"The Commons","Violence and sexual offences","BT437JH","BROUGHSHANE","ANTRIM"
-5.891325,54.677485,"Shore Road","Violence and sexual offences","BT413NW",,"ANTRIM"
-7.632093,54.470719,"Mill Street","Violence and sexual offences","BT941GR","IRVINESTOWN","FERMANAGH"
-6.192086,54.69321,"Abbey Gardens","Violence and sexual offences","BT57HL","BELFAST","DOWN"
-6.192086,54.69321,"Abbey Gardens","Violence and sexual offences","BT57HL","BELFAST","DOWN"
-5.932635,54.591645,"Ventry Street","Violence and sexual offences","BT27JP","BELFAST","ANTRIM"
-6.018179,54.556337,"Aspen Park","Violence and sexual offences","BT170JY","DUNMURRY","ANTRIM"
-6.606774,54.752843,"Queens Avenue","Violence and sexual offences","BT365HX","NEWTOWNABBEY","ANTRIM"
-6.606774,54.752843,"Queens Avenue","Violence and sexual offences","BT365HX","NEWTOWNABBEY","ANTRIM"
-5.922608,54.585579,"Hatfield Street","Violence and sexual offences","BT72FB","BELFAST","ANTRIM"
-5.984129,54.627932,"Weavershill Road","Violence and sexual offences","BT148PS","BELFAST","ANTRIM"
-6.946283,55.038664,"Irwin Avenue","Violence and sexual offences","BT43AF","BELFAST","DOWN"
-6.351998,54.77306,"Portglenone Road","Violence and sexual offences","BT413BE","RANDALSTOWN","ANTRIM"
-6.351998,54.77306,"Portglenone Road","Violence and sexual offences","BT413BE","RANDALSTOWN","ANTRIM"
-7.31798,54.995944,"Foyle Street","Violence and sexual offences","BT486XY","LONDONDERRY","LONDONDERRY"
-5.92591,54.598233,"Victoria Square","Violence and sexual offences","BT14QG","BELFAST","ANTRIM"
-5.950805,54.617103,"Heathfield Court","Violence and sexual offences","BT146PY","BELFAST","ANTRIM"
-5.931042,54.612373,"Lepper Street","Violence and sexual offences","BT152DN","BELFAST","ANTRIM"
-5.931042,54.612373,"Lepper Street","Violence and sexual offences","BT152DN","BELFAST","ANTRIM"
-6.681149,55.12955,"Connswater Street","Violence and sexual offences",,,
-6.274331,54.859755,"Waring Street","Violence and sexual offences","BT424BU","BALLYMENA","ANTRIM"
-6.268242,54.348031,"Townsend Street","Violence and sexual offences","BT132ES","BELFAST","ANTRIM"
-6.681149,55.12955,"Connswater Street","Violence and sexual offences",,,
-7.637132,54.344103,"Townhall Street","Violence and sexual offences","BT747BD","ENNISKILLEN","FERMANAGH"
-6.371461,54.086563,"Bay View","Violence and sexual offences","BT358HT","JONESBOROUGH","ARMAGH"
-5.89948,54.593104,"Trillick Court","Violence and sexual offences","BT54TQ","BELFAST","DOWN"
-5.922639,54.597431,"Connswater Street","Violence and sexual offences",,,
-6.192086,54.69321,"Abbey Gardens","Violence and sexual offences","BT57HL","BELFAST","DOWN"
-6.331305,54.455954,"Colban Crescent","Violence and sexual offences","BT668HY","LURGAN","ARMAGH"
-5.777136,54.815351,"Newpark","Violence and sexual offences","BT403HP","LARNE","ANTRIM"
-6.709366,55.182115,"Millbrook Avenue","Violence and sexual offences","BT557DZ","PORTSTEWART","LONDONDERRY"
-6.005775,54.5343,"Hoggs Mill","Violence and sexual offences",,,
-5.919652,54.652646,"Bawnmore Park","Violence and sexual offences","BT367BQ","NEWTOWNABBEY","ANTRIM"
-6.765738,54.503551,"Henry Street","Violence and sexual offences","BT747JT","ENNISKILLEN","FERMANAGH"
-5.717251,54.758261,"Riverford","Violence and sexual offences","BT389TS","WHITEHEAD","ANTRIM"
-5.904922,54.210846,"Tullybrannigan Rise","Violence and sexual offences","BT330SR","NEWCASTLE","DOWN"
-7.461722,54.824645,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-6.257447,54.417004,"The Poplars","Violence and sexual offences","BT364QP","NEWTOWNABBEY","ANTRIM"
-5.838489,54.854537,"Fairway","Violence and sexual offences","BT402BG","LARNE","ANTRIM"
-6.950542,55.050469,"Market Street","Violence and sexual offences","BT622BP","TANDRAGEE","ARMAGH"
-7.323947,54.99048,"Alma Place","Violence and sexual offences","BT486SJ","LONDONDERRY","LONDONDERRY"
-5.703743,54.586178,"Ardmillan Crescent","Violence and sexual offences","BT234PW","NEWTOWNARDS","DOWN"
-6.270928,54.342301,"Edenvale Avenue","Violence and sexual offences","BT387NP","CARRICKFERGUS","ANTRIM"
-5.66799,54.663003,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.708953,54.334292,"Meadowlands","Violence and sexual offences","BT306EN","DOWNPATRICK","DOWN"
-5.810878,54.858265,"Andrew Avenue","Violence and sexual offences","BT235AN","COMBER","DOWN"
-7.461722,54.824645,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.953434,54.580165,"Great Northern Street","Violence and sexual offences","BT97FN","BELFAST","ANTRIM"
-6.286249,54.330372,"Connswater Street","Violence and sexual offences",,,
-6.286249,54.330372,"Connswater Street","Violence and sexual offences",,,
-5.960298,54.672718,"Connswater Street","Violence and sexual offences",,,
-5.964225,54.617473,"Connswater Street","Violence and sexual offences",,,
-5.851664,54.615491,"Glenlea Grove","Violence and sexual offences","BT42NU","BELFAST","DOWN"
-5.656093,54.641352,"Balloo Walk","Violence and sexual offences","BT197RH","BANGOR","DOWN"
-5.951854,54.574029,"Marlborough Park South","Violence and sexual offences","BT96HR","BELFAST","ANTRIM"
-7.808746,54.41323,"Leighan Road","Violence and sexual offences","BT936GT","DERRYGONNELLY","FERMANAGH"
-7.808746,54.41323,"Leighan Road","Violence and sexual offences","BT936GT","DERRYGONNELLY","FERMANAGH"
-5.92769,54.597014,"Connswater Street","Violence and sexual offences",,,
-6.034466,54.509881,"Gregg Street","Violence and sexual offences","BT275AW","LISBURN","ANTRIM"
-7.321576,54.997635,"William Street","Violence and sexual offences","BT486EP","LONDONDERRY","LONDONDERRY"
-7.181636,55.022132,"Woodvale Road","Violence and sexual offences","BT473AH",,"LONDONDERRY"
-6.031369,54.54312,"Derriaghy Road","Violence and sexual offences","BT283SH","LISBURN","ANTRIM"
-7.213844,54.980601,"Lettershendony Avenue","Violence and sexual offences","BT473HY","DRUMAHOE","LONDONDERRY"
-5.805124,54.715515,"Joymount","Violence and sexual offences","BT387DN","CARRICKFERGUS","ANTRIM"
-5.958083,54.586794,"Glenmachan Street","Violence and sexual offences","BT126JB","BELFAST","ANTRIM"
-7.318823,54.996883,"Foyle Street","Violence and sexual offences","BT486XY","LONDONDERRY","LONDONDERRY"
-5.93543,54.595116,"Glengall Street","Violence and sexual offences","BT125AB","BELFAST","ANTRIM"
-6.608536,54.756259,"Connswater Street","Violence and sexual offences",,,
-5.92346,54.586483,"Ormeau Road","Violence and sexual offences","BT73GA","BELFAST","DOWN"
-5.668087,54.588802,"Greenlea Crescent","Violence and sexual offences","BT238WA","NEWTOWNARDS","DOWN"
-6.357243,54.445905,"Ardowen","Violence and sexual offences","BT655EE","CRAIGAVON","ARMAGH"
-6.347065,54.174274,"Pound Road","Violence and sexual offences","BT456NR","MAGHERAFELT","LONDONDERRY"
-5.914388,54.660723,"Connswater Street","Violence and sexual offences",,,
-5.544483,54.377621,"Connswater Street","Violence and sexual offences",,,
-5.92769,54.597014,"Connswater Street","Violence and sexual offences",,,
-6.474552,54.252264,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.807505,54.59486,"Upper Newtownards Road","Violence and sexual offences","BT43NW","BELFAST","DOWN"
-6.088199,54.742603,"Newmill Road","Violence and sexual offences","BT390DN","PARKGATE","ANTRIM"
-7.310534,54.996414,"Connswater Street","Violence and sexual offences",,,
-5.900426,54.598764,"Connswater Street","Violence and sexual offences",,,
-6.443614,54.427373,"Connswater Street","Violence and sexual offences",,,
-6.711641,55.182139,"Sunset Park","Violence and sexual offences","BT557EH","PORTSTEWART","LONDONDERRY"
-7.321576,54.997635,"William Street","Violence and sexual offences","BT486EP","LONDONDERRY","LONDONDERRY"
-6.450649,54.431632,"Churchill Park","Violence and sexual offences","BT621EX","PORTADOWN","ARMAGH"
-6.046498,54.522413,"Lenamore Park","Violence and sexual offences","BT238NL","NEWTOWNARDS","DOWN"
-6.046498,54.522413,"Lenamore Park","Violence and sexual offences","BT238NL","NEWTOWNARDS","DOWN"
,,"No Location","Violence and sexual offences",,,
-6.001173,54.486828,"Lisnastrean Road","Violence and sexual offences","BT275PB","LISBURN","DOWN"
-5.915143,54.596349,"Laganbank Road","Violence and sexual offences","BT13LT","BELFAST","ANTRIM"
-7.344984,55.019609,"Yeats Court","Violence and sexual offences","BT480PL","LONDONDERRY","LONDONDERRY"
-7.473973,54.820549,"Lisnafin Park","Violence and sexual offences","BT829DJ","STRABANE","TYRONE"
-5.923238,54.596012,"Connswater Street","Violence and sexual offences",,,
-6.440131,54.420886,"Harford Street","Violence and sexual offences","BT623AA","PORTADOWN","ARMAGH"
-6.440131,54.420886,"Harford Street","Violence and sexual offences","BT623AA","PORTADOWN","ARMAGH"
-5.920977,54.579944,"Connswater Street","Violence and sexual offences",,,
-5.92346,54.586483,"Ormeau Road","Violence and sexual offences","BT73GA","BELFAST","DOWN"
-6.192086,54.69321,"Abbey Gardens","Violence and sexual offences","BT57HL","BELFAST","DOWN"
-7.264395,54.606117,"Farmhill Meadows","Violence and sexual offences","BT790GD","OMAGH","TYRONE"
-7.473973,54.820549,"Lisnafin Park","Violence and sexual offences","BT829DJ","STRABANE","TYRONE"
-7.333982,55.004306,"Mount Street","Violence and sexual offences","BT251AT","DROMORE","DOWN"
-5.902077,54.54348,"Ballylenaghan Park","Violence and sexual offences","BT86WP","BELFAST","DOWN"
-5.717251,54.758261,"Riverford","Violence and sexual offences","BT389TS","WHITEHEAD","ANTRIM"
-5.95896,54.598319,"Springfield Road","Violence and sexual offences","BT205BZ","BANGOR","DOWN"
-7.324463,54.999726,"Great James Street","Violence and sexual offences","BT487BZ","LONDONDERRY","LONDONDERRY"
-6.933871,55.041916,"Meadowvale Park","Violence and sexual offences","BT490SL","LIMAVADY","LONDONDERRY"
-6.338659,54.177259,"Bank Parade","Violence and sexual offences","BT356HP","NEWRY","DOWN"
-5.897743,54.58116,"Cregagh Court","Violence and sexual offences","BT69PS","BELFAST","DOWN"
-6.27682,54.871515,"Craig Court","Violence and sexual offences","BT436JH","BALLYMENA","ANTRIM"
-6.281883,54.354686,"Brookdale","Violence and sexual offences","BT323FD","BANBRIDGE","DOWN"
-6.281883,54.354686,"Brookdale","Violence and sexual offences","BT323FD","BANBRIDGE","DOWN"
-6.281883,54.354686,"Brookdale","Violence and sexual offences","BT323FD","BANBRIDGE","DOWN"
-6.648768,54.346802,"The Mall West","Violence and sexual offences","BT619AJ","ARMAGH","ARMAGH"
-6.458189,54.428647,"Connswater Street","Violence and sexual offences",,,
-5.92717,54.65716,"Longlands Avenue","Violence and sexual offences","BT367FD","NEWTOWNABBEY","ANTRIM"
-6.067712,54.513454,"Gortmore Park","Violence and sexual offences","BT785DX","OMAGH","TYRONE"
-6.690246,54.535045,"Derryowen Place","Violence and sexual offences","BT714ST","COALISLAND","TYRONE"
-6.474389,54.873017,"Cullybackey Road","Violence and sexual offences","BT435DG","BALLYMENA","ANTRIM"
-6.292196,54.376036,"Hillside Crescent","Violence and sexual offences","BT324NT","LENADERG","DOWN"
-6.031803,54.560082,"Glenbank Court","Violence and sexual offences","BT170SG","DUNMURRY","ANTRIM"
-6.744976,54.645884,"Central Avenue","Violence and sexual offences","BT203AF","BANGOR","DOWN"
-7.473973,54.820549,"Lisnafin Park","Violence and sexual offences","BT829DJ","STRABANE","TYRONE"
-5.638561,54.66423,"Pinewood","Violence and sexual offences","BT205PB","BANGOR","DOWN"
,,"No Location","Violence and sexual offences",,,
-7.637415,54.352126,"Carnmore Rise","Violence and sexual offences","BT746BD","ENNISKILLEN","FERMANAGH"
-6.267384,54.351244,"Castlewellan Road","Violence and sexual offences","BT324AX","BANBRIDGE","DOWN"
-6.147043,54.194571,"Newry Road","Violence and sexual offences","BT323NB","BANBRIDGE","DOWN"
-6.668087,55.129156,"New Market Street","Violence and sexual offences","BT521EH","COLERAINE","LONDONDERRY"
-7.461416,54.817188,"Linkside Park","Violence and sexual offences","BT829FN","STRABANE","TYRONE"
-6.274047,54.866408,"Ballymoney Street","Violence and sexual offences","BT436AN","BALLYMENA","ANTRIM"
-6.274047,54.866408,"Ballymoney Street","Violence and sexual offences","BT436AN","BALLYMENA","ANTRIM"
-5.956591,54.615332,"Havana Way","Violence and sexual offences","BT147QH","BELFAST","ANTRIM"
-6.059745,54.502338,"Connswater Street","Violence and sexual offences",,,
-5.488073,54.548167,"Dunover Park","Violence and sexual offences","BT222UA","BALLYWALTER","DOWN"
-6.335809,54.18987,"Laurel Grove","Violence and sexual offences","BT283EW","LISBURN","ANTRIM"
-6.281325,54.863762,"Connswater Street","Violence and sexual offences",,,
-6.281325,54.863762,"Connswater Street","Violence and sexual offences",,,
-6.32004,54.749964,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-6.028463,54.560737,"Glenwood Court","Violence and sexual offences","BT283UD","LISBURN","ANTRIM"
-6.743266,54.640053,"Fountain Close","Violence and sexual offences","BT808QR","COOKSTOWN","TYRONE"
-5.892538,54.593595,"Bloomfield Parade","Violence and sexual offences","BT55AS","BELFAST","DOWN"
-6.147043,54.194571,"Newry Road","Violence and sexual offences","BT323NB","BANBRIDGE","DOWN"
-6.023184,54.063857,"Abbey Park","Violence and sexual offences","BT57RU","BELFAST","DOWN"
-5.906322,54.539357,"Connswater Street","Violence and sexual offences",,,
-5.889215,54.600105,"Lewis Park","Violence and sexual offences","BT41FE","BELFAST","DOWN"
-5.93162,54.539631,"Ballycoan Road","Violence and sexual offences","BT88LP","BELFAST","DOWN"
-6.32004,54.749964,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.906297,54.59112,"Cherryville Street","Violence and sexual offences","BT68BJ","BELFAST","DOWN"
-6.442651,54.423111,"High Street","Violence and sexual offences","BT248AB","BALLYNAHINCH","DOWN"
-6.637117,55.196043,"Ballywillin Crescent","Violence and sexual offences","BT568GJ","PORTRUSH","ANTRIM"
-6.637117,55.196043,"Ballywillin Crescent","Violence and sexual offences","BT568GJ","PORTRUSH","ANTRIM"
-5.971362,54.624952,"Silverstream Avenue","Violence and sexual offences","BT203LP","BANGOR","DOWN"
-6.192257,54.509883,"Willow Lodge","Violence and sexual offences","BT282WL","LISBURN","ANTRIM"
-7.243357,54.577358,"Edenderry Road","Violence and sexual offences","BT636NT","SCARVA","DOWN"
-6.332689,54.478039,"Fox'S Hill","Violence and sexual offences","BT679EZ","LURGAN","ARMAGH"
-6.278575,54.861774,"Queen Street","Violence and sexual offences","BT422BQ","BALLYMENA","ANTRIM"
-5.937639,54.584479,"Elmwood Avenue","Violence and sexual offences","BT96AZ","BELFAST","ANTRIM"
-5.943083,54.548901,"Connswater Street","Violence and sexual offences",,,
-7.301364,54.173271,"Clones Road","Violence and sexual offences","BT926SB","NEWTOWNBUTLER","FERMANAGH"
-6.468575,54.422445,"Baltylum Meadows","Violence and sexual offences","BT624AB","PORTADOWN","ARMAGH"
-6.025313,54.503398,"Berkeley Hall","Violence and sexual offences","BT275TZ","LISBURN","DOWN"
-5.883642,54.590582,"Grace Avenue","Violence and sexual offences","BT55JH","BELFAST","DOWN"
-6.32004,54.749964,"Main Street","Violence and sexual offences","BT936HW","DERRYGONNELLY","FERMANAGH"
-6.025313,54.503398,"Berkeley Hall","Violence and sexual offences","BT275TZ","LISBURN","DOWN"
-6.025313,54.503398,"Berkeley Hall","Violence and sexual offences","BT275TZ","LISBURN","DOWN"
-5.917997,54.594404,"Connswater Street","Violence and sexual offences",,,
-6.767763,54.503446,"Park Road","Violence and sexual offences","BT621BH","PORTADOWN","ARMAGH"
-5.95905,54.678744,"Connswater Street","Violence and sexual offences",,,
-7.32179,54.998831,"Sackville Street","Violence and sexual offences","BT487BQ","LONDONDERRY","LONDONDERRY"
-5.940606,54.60294,"Boundary Street","Violence and sexual offences","BT132EJ","BELFAST","ANTRIM"
-6.282285,54.354269,"Brookdale","Violence and sexual offences","BT323FD","BANBRIDGE","DOWN"
-5.917997,54.594404,"Connswater Street","Violence and sexual offences",,,
-5.912289,54.591035,"Carrington Street","Violence and sexual offences","BT68GF","BELFAST","DOWN"
-5.918037,54.574512,"Connswater Street","Violence and sexual offences",,,
-5.95085,54.596196,"Connswater Street","Violence and sexual offences",,,
-5.934882,54.589437,"Donegall Road","Violence and sexual offences","BT126HN","BELFAST","ANTRIM"
-5.901176,54.588102,"Greenore Street","Violence and sexual offences","BT68NF","BELFAST","DOWN"
-5.952195,54.611942,"Hillview Road","Violence and sexual offences","BT388GY","CARRICKFERGUS","ANTRIM"
-5.917997,54.594404,"Connswater Street","Violence and sexual offences",,,
-5.917997,54.594404,"Connswater Street","Violence and sexual offences",,,
-6.650921,55.194176,"Glen Crescent","Violence and sexual offences","BT568LL","PORTRUSH","ANTRIM"
